from,to,constrained_maximum_mean
AT,CH,0.21312785388127853
AT,CZ,0.28926940639269405
AT,DE,0.0021689497716894978
AT,IT,0.9878995433789954
BE,DE,0.3158675799086758
BE,FR,0.7469178082191781
BE,NL,0.22557077625570776
BE,UK,0.9804794520547945
CH,DE,0.20730593607305936
CH,FR,0.7284246575342466
CH,IT,0.979337899543379
CZ,DE,0.00502283105022831
CZ,PL,0.7891552511415525
DE,DK,0.2762557077625571
DE,FR,0.7158675799086758
DE,NL,0.4886986301369863
DE,NO,0.7304794520547945
DE,PL,0.8689497716894977
DE,SE,0.8627853881278539
DK,NL,0.7529680365296804
DK,NO,0.6099315068493151
DK,SE,0.3875570776255708
ES,FR,0.8102739726027397
FR,IT,0.9933789954337899
FR,UK,0.997716894977169
NL,NO,0.8795662100456622
NL,UK,0.9581050228310503
NO,SE,0.2084474885844749
PL,SE,0.8126712328767123
