zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,7235.0,658.1968082416837,7505.0,-1911.8119967532107,0.09097398869961074,0.2547384406066903
BE,6700.0,2013.7364559851299,6200.0,-2138.0871441579184,0.3005576799977806,0.344852765186761
CH,8960.0,2491.172745524207,11340.0,-4887.618843254736,0.27803267249154096,0.4310069526679661
CZ,3200.0,705.1941578430966,3500.0,-838.1991248226127,0.2203731743259677,0.2394854642350322
DE,26030.0,3540.0780587391855,21765.0,-10804.906215133058,0.13599992542217385,0.4964349283314063
DK,6820.0,1734.2221746550383,7545.0,-3042.2509837616194,0.254284776342381,0.40321417942499926
ES,2800.0,905.0776538043248,2600.0,-1557.425691530131,0.3232420192158303,0.5990098813577427
FR,12310.0,6584.6512629199415,17450.0,-4833.506271696455,0.534902620870832,0.2769917634210003
IT,9045.0,4913.247634999558,4455.0,-1106.966172141606,0.5432004018794425,0.24847725525064107
NL,9050.0,4907.4380082213975,8050.0,-1761.2857208796079,0.5422583434498782,0.2187932572521252
NO,7735.0,2078.586715881525,7435.0,-3417.0631120062244,0.26872485014628633,0.459591541628275
PL,1700.0,1356.9544646004679,3900.0,-162.46531133157728,0.7982085085885106,0.04165777213630187
SE,7350.0,2929.89244792908,7190.0,-1633.2877802331159,0.39862482284749384,0.22716102645801334
UK,4000.0,3512.8117431420433,4000.0,-236.3859647848054,0.8782029357855108,0.05909649119620135
